marca,modelo,anio,clase,traccion,combustible,transmision,cilindros,cilindrada,mpg_ciudad,mpg_ruta,mpg_combinado,co2_g_milla,barriles_anio,costo_combustible_anio,puntaje_gei,ahorro_5anios
Chevrolet,Silverado 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,17,19,18,506.0,16.528,3400,4,-6000
Chevrolet,Silverado 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,18,21,19,468.0,15.658,3250,4,-5250
Chevrolet,Silverado Mud Terrain Tires 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,16,17,16,542.0,18.594,3850,3,-8250
GMC,Sierra 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,17,18,17,513.0,17.501,3600,3,-7000
GMC,Sierra 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,17,20,18,488.0,16.528,3400,4,-6000
GMC,Sierra Mud Terrain Tires 4WD,2024,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.7,16,17,16,542.0,18.594,3850,3,-8250
Nissan,Titan 4WD,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Premium,Automatic (S9),8.0,5.6,15,21,17,519.0,17.501,4450,3,-11250
Nissan,Titan 4WD PRO4X,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Premium,Automatic (S9),8.0,5.6,14,20,16,546.0,18.594,4750,3,-12750
Toyota,Tundra 4WD,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,17,23,19,459.0,15.658,3250,4,-5250
Toyota,Tundra 4WD,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,17,22,19,460.0,15.658,3250,4,-5250
Toyota,Tundra 4WD,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,19,22,20,439.0,14.876,3100,4,-4500
Toyota,Tundra 4WD PRO,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,18,20,19,461.0,15.658,3250,4,-5250
Chrysler,Pacifica,2024,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,19,28,22,401.0,13.523,2800,5,-3000
Chrysler,Voyager,2024,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,19,28,22,401.0,13.523,2800,5,-3000
Honda,Pilot FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S10),6.0,3.5,19,27,22,402.0,13.523,2800,5,-3000
Kia,Sorento Hybrid FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,39,35,37,242.0,8.041,1650,7,2750
Lexus,RX 350,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S8),4.0,2.4,22,29,25,353.0,11.9,3050,5,-4250
Mitsubishi,Outlander Sport 2WD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.0,24,30,27,333.0,11.019,2300,5,-500
Nissan,Pathfinder 2WD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S9),6.0,3.5,20,27,23,388.0,12.935,2650,5,-2250
Volkswagen,Tiguan S,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,24,31,27,331.0,11.019,2300,5,-500
Volkswagen,Tiguan,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,23,30,26,345.0,11.443,2350,5,-750
Volkswagen,Taos,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.5,28,36,31,286.0,9.597,2000,6,1000
Audi,Q3 S line quattro,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,20,28,23,384.0,12.935,2650,5,-2250
Audi,Q5 S line quattro,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,22,28,24,366.0,12.396,3150,5,-4750
Audi,Q5 Sportback S line quattro,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,22,28,24,366.0,12.396,3150,5,-4750
Audi,Q3 quattro,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,22,29,25,360.0,11.9,2450,5,-1250
Jeep,Compass 4WD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,24,32,27,330.0,11.019,2300,5,-500
Kia,Sorento Hybrid AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,36,33,34,262.0,8.75,1800,7,2000
Lexus,RX 350h AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S6),4.0,2.5,37,34,36,243.0,8.264,2100,7,500
Lexus,RX 350 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.4,21,28,24,371.0,12.396,3150,5,-4750
Lexus,RX 500h AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S6),4.0,2.4,27,28,27,320.0,11.019,2800,5,-3000
Mazda,CX-5 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (S6),4.0,2.5,26,31,28,320.0,10.625,2200,6,0
Mazda,CX-5 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (S6),4.0,2.5,22,27,24,370.0,12.396,2550,5,-1750
Mitsubishi,Outlander Sport 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.0,23,29,26,343.0,11.443,2350,5,-750
Mitsubishi,Outlander Sport 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.4,23,28,25,350.0,11.9,2450,5,-1250
Nissan,Pathfinder 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (S9),6.0,3.5,21,27,23,379.0,12.935,2650,5,-2250
Nissan,Pathfinder 4WD Rock Creek,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S9),6.0,3.5,20,23,21,418.0,14.167,3600,4,-7000
Porsche,Macan S,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),6.0,2.9,17,23,19,466.0,15.658,4000,4,-9000
Porsche,Macan T,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,19,25,21,417.0,14.167,3600,4,-7000
Porsche,Macan GTS,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),6.0,2.9,17,22,19,466.0,15.658,4000,4,-9000
Subaru,Forester AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,26,33,29,310.0,10.259,2100,6,500
Subaru,Crosstrek Wilderness AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,25,29,27,332.0,11.019,2300,5,-500
Subaru,Forester Wilderness AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,25,28,26,338.0,11.443,2350,5,-750
Volkswagen,Tiguan 4motion,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,22,29,25,357.0,11.9,2450,5,-1250
Volkswagen,Tiguan R-Line 4motion,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,22,29,24,367.0,12.396,2550,5,-1750
Volkswagen,Taos 4motion,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S7),4.0,1.5,24,32,27,329.0,11.019,2300,5,-500
Ford,Expedition 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic (S10),6.0,3.5,17,23,19,462.0,15.658,3250,4,-5250
Infiniti,QX60 FWD,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),6.0,3.5,21,26,23,387.0,12.935,3300,5,-5500
Jeep,Wagoneer L 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 8-spd,6.0,3.0,17,24,20,453.0,14.876,3100,4,-4500
Jeep,Wagoneer 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 8-spd,6.0,3.0,17,24,20,453.0,14.876,3100,4,-4500
Jeep,Grand Cherokee 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 8-spd,6.0,3.6,19,26,22,407.0,13.523,2800,5,-3000
Jeep,Grand Cherokee L 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 8-spd,6.0,3.6,19,26,21,416.0,14.167,2950,4,-3750
Toyota,Sequoia 2WD,2024,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic (S10),6.0,3.4,21,24,22,395.0,13.523,2800,5,-3000
Audi,Q7 quattro,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,24,21,431.0,14.167,3600,4,-7000
Audi,SQ7,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.0,15,21,17,525.0,17.501,4450,3,-11250
Audi,RS Q8,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,13,19,15,574.0,19.834,5050,2,-14250
Audi,Q7 quattro,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,19,25,21,416.0,14.167,3600,4,-7000
Audi,SQ8,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,15,21,17,518.0,17.501,4450,3,-11250
Cadillac,Escalade V AWD,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S10),8.0,6.2,11,16,13,682.0,22.885,5850,1,-18250
Ford,Expedition 4WD,2024,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.5,16,22,18,485.0,16.528,3400,4,-6000
Ford,Expedition Timberline AWD,2024,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.5,16,19,17,523.0,17.501,3600,3,-7000
Honda,Pilot AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S10),6.0,3.5,19,25,21,415.0,14.167,2950,4,-3750
Honda,Pilot AWD Touring/Elite/Black,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S10),6.0,3.5,19,25,21,422.0,14.167,2950,4,-3750
Honda,Pilot AWD TrailSport,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S10),6.0,3.5,18,23,20,442.0,14.876,3100,4,-4500
Infiniti,QX60 AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),6.0,3.5,20,25,22,405.0,13.523,3450,5,-6250
Jeep,Wagoneer 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,6.0,3.0,16,23,19,472.0,15.658,3250,4,-5250
Jeep,Wagoneer L 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,6.0,3.0,16,23,19,476.0,15.658,3250,4,-5250
Jeep,Grand Wagoneer 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,14,20,17,537.0,17.501,4450,3,-11250
Jeep,Grand Wagoneer L 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,14,20,17,537.0,17.501,4450,3,-11250
Jeep,Grand Cherokee L 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,6.0,3.6,18,25,21,430.0,14.167,2950,4,-3750
Jeep,Grand Cherokee 4WD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,6.0,3.6,19,26,22,413.0,13.523,2800,5,-3000
Land Rover,Range Rover MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,23,19,477.0,15.658,4000,4,-9000
Land Rover,Range Rover LWB MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Range Rover Sport MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,23,19,477.0,15.658,4000,4,-9000
Land Rover,Range Rover Sport SVR MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,497.0,16.528,4200,4,-10000
Land Rover,Range Rover SV MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Range Rover SV LWB MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,22,18,501.0,16.528,4200,4,-10000
Land Rover,Defender 110,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),4.0,2.0,18,20,19,474.0,15.658,4000,4,-9000
Land Rover,Defender 110 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,20,18,484.0,16.528,4200,4,-10000
Land Rover,Defender 90,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),4.0,2.0,18,21,19,465.0,15.658,4000,4,-9000
Land Rover,Defender 90 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,18,22,20,453.0,14.876,3800,4,-8000
Land Rover,Defender 90,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,5.0,15,19,16,545.0,18.594,4750,3,-12750
Land Rover,Defender 110,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),8.0,5.0,14,19,16,563.0,18.594,4750,3,-12750
Land Rover,Defender 130 P300 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,20,18,489.0,16.528,4200,4,-10000
Land Rover,Defender 130 P400 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,20,18,491.0,16.528,4200,4,-10000
Land Rover,Defender 130 Outbound,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,16,18,17,529.0,17.501,4450,3,-11250
Lincoln,Navigator 4WD,2024,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.5,16,22,18,498.0,16.528,3400,4,-6000
Mercedes-Benz,GLS600 4matic Maybach,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,14,19,16,574.0,18.594,4750,3,-12750
Nissan,Pathfinder 4WD Platinum,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (S9),6.0,3.5,20,25,22,400.0,13.523,2800,5,-3000
Subaru,Ascent,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.4,20,26,22,398.0,13.523,2800,5,-3000
Subaru,Ascent Limited/Touring/Onyx AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.4,19,25,21,419.0,14.167,2950,4,-3750
Toyota,Sequoia 4WD,2024,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,19,22,20,439.0,14.876,3100,4,-4500
Chevrolet,Corvette E-RAY,2024,Two Seaters,All-Wheel Drive,Premium,Automatic (S8),8.0,6.2,16,24,19,480.0,15.658,4000,4,-9000
Bentley,Continental GTC,2024,Minicompact Cars,All-Wheel Drive,Premium,Automatic (AM-S8),12.0,6.0,12,19,14,624.0,21.251,5450,2,-16250
Ferrari,Roma Spider,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM8),8.0,3.9,17,22,19,467.0,15.658,4000,4,-9000
Toyota,GR Corolla,2024,Subcompact Cars,All-Wheel Drive,Premium,Manual 6-spd,3.0,1.6,21,28,24,368.0,12.396,3150,5,-4750
Mercedes-Benz,C300,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,26,36,30,300.0,9.917,2550,6,-1750
Nissan,Versa,2024,Compact Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.6,32,40,35,254.0,8.5,1750,7,2250
Nissan,Versa,2024,Compact Cars,Front-Wheel Drive,Regular,Manual 5-spd,4.0,1.6,27,35,30,296.0,9.917,2050,6,750
Bentley,Flying Spur,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (AM-S8),12.0,6.0,12,19,15,608.0,19.834,5050,2,-14250
Maserati,Ghibli Modena AWD,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,17,25,20,457.0,14.876,3800,4,-8000
Nissan,Kicks,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.6,31,36,33,269.0,9.015,1850,6,1750
Nissan,Sentra,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,30,40,34,262.0,8.75,1800,7,2000
Nissan,Sentra SR,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,30,38,33,270.0,9.015,1850,6,1750
Toyota,Prius,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,57,56,57,155.0,5.219,1100,8,5500
Toyota,Prius AWD,2024,Midsize Cars,Part-time 4-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,53,54,54,163.0,5.509,1150,8,5250
Toyota,Prius AWD XLE/LTD,2024,Midsize Cars,Part-time 4-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,49,50,49,179.0,6.072,1250,8,4750
Toyota,Prius XLE/LTD,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,52,52,52,169.0,5.721,1200,8,5000
Mercedes-Benz,S580 4matic Maybach,2024,Large Cars,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,18,26,21,428.0,14.167,3600,4,-7000
Mercedes-Benz,S580 4matic,2024,Large Cars,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,18,27,21,418.0,14.167,3600,4,-7000
Nissan,Frontier 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic (S9),6.0,3.8,18,24,21,437.0,14.167,2950,4,-3750
Nissan,Frontier 4WD,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S9),6.0,3.8,18,22,20,438.0,14.876,3100,4,-4500
Nissan,Frontier 4WD PRO4X,2024,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S9),6.0,3.8,18,21,19,469.0,15.658,3250,4,-5250
Toyota,Sienna 2WD,2024,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,36,36,36,246.0,8.264,1700,7,2500
Chrysler,Pacifica AWD,2024,Minivan - 4WD,All-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,17,25,20,450.0,14.876,3100,4,-4500
Toyota,Sienna AWD,2024,Minivan - 4WD,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,35,36,35,253.0,8.5,1750,7,2250
Infiniti,QX50,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (AV-S8),4.0,2.0,23,29,26,343.0,11.443,2900,5,-3500
Mercedes-Benz,GLC300,2024,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,26,33,29,311.0,10.259,2600,6,-2000
Acura,RDX AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),4.0,2.0,21,27,23,385.0,12.935,3300,5,-5500
Acura,RDX AWD A-SPEC,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),4.0,2.0,21,26,23,386.0,12.935,3300,5,-5500
Infiniti,QX50 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S8),4.0,2.0,22,28,25,357.0,11.9,3050,5,-4250
Infiniti,QX55 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S8),4.0,2.0,22,28,25,364.0,11.9,3050,5,-4250
Mercedes-Benz,GLC300 4matic,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,24,32,27,331.0,11.019,2800,5,-3000
Mercedes-Benz,GLC300 4matic Coupe,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,24,30,26,340.0,11.443,2900,5,-3500
Lexus,TX 350,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S8),4.0,2.4,21,27,23,378.0,12.935,3300,5,-5500
Ferrari,Purosangue,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM8),12.0,6.5,11,15,12,711.0,24.792,6350,1,-20750
Land Rover,Discovery MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,23,19,457.0,15.658,4000,4,-9000
Land Rover,Range Rover P360 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,24,20,445.0,14.876,3800,4,-8000
Land Rover,Range Rover P400 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,18,24,20,445.0,14.876,3800,4,-8000
Land Rover,Range Rover P400 LWB MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,18,24,20,445.0,14.876,3800,4,-8000
Land Rover,Range Rover P360 LWB MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,17,24,20,445.0,14.876,3800,4,-8000
Land Rover,Range Rover Sport P360 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,18,24,21,434.0,14.167,3600,4,-7000
Land Rover,Range Rover Sport P400 MHEV,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,25,21,421.0,14.167,3600,4,-7000
Lexus,TX 500h AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S6),4.0,2.4,27,28,27,322.0,11.019,2800,5,-3000
Lexus,TX 350 AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.4,20,26,23,387.0,12.935,3300,5,-5500
Alfa Romeo,Tonale eAWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular Gas and Electricity,Automatic 6-spd,4.0,1.3,29,29,29,120.0,4.039,2100,9,4000
Dodge,Hornet PHEV AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular Gas and Electricity,Automatic 6-spd,4.0,1.3,29,29,29,120.0,4.039,2100,9,4000
Chrysler,Pacifica Hybrid,2024,Minivan - 2WD,Front-Wheel Drive,Regular Gas and Electricity,Automatic (variable gear ratios),6.0,3.6,29,30,30,119.0,4.023,2050,9,4000
Jeep,Grand Cherokee 4xe,2024,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Regular Gas and Electricity,Automatic 8-spd,4.0,2.0,23,24,23,177.0,5.961,2650,8,1500
Jeep,Wrangler 4dr 4xe,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular Gas and Electricity,Automatic 8-spd,4.0,2.0,20,20,20,230.0,7.72,3100,7,-500
Maserati,MC20,2024,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,25,18,474.0,16.528,4200,4,-10000
Maserati,MC20 Spyder,2024,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,15,25,18,482.0,16.528,4200,4,-10000
Aston Martin,DB12 V8,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,8.0,4.0,15,22,17,507.0,17.501,4450,3,-11250
Bentley,Continental GTC,2024,Minicompact Cars,All-Wheel Drive,Premium,Automatic (AM-S8),8.0,4.0,14,21,16,542.0,18.594,4750,3,-12750
Porsche,911 Carrera,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,24,20,443.0,14.876,3800,4,-8000
Porsche,911 Carrera Cabriolet,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,24,20,443.0,14.876,3800,4,-8000
Porsche,911 Carrera S,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Manual 7-spd,6.0,3.0,18,25,21,425.0,14.167,3600,4,-7000
Porsche,911 Carrera S,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,23,20,441.0,14.876,3800,4,-8000
Porsche,911 Carrera S Cabriolet,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Manual 7-spd,6.0,3.0,17,25,20,443.0,14.876,3800,4,-8000
Porsche,911 Carrera S Cabriolet,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,23,20,439.0,14.876,3800,4,-8000
Porsche,911 Carrera 4S,2024,Minicompact Cars,All-Wheel Drive,Premium,Manual 7-spd,6.0,3.0,17,25,20,442.0,14.876,3800,4,-8000
Porsche,911 Carrera 4S,2024,Minicompact Cars,All-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,23,20,443.0,14.876,3800,4,-8000
Porsche,911 Carrera 4S Cabriolet,2024,Minicompact Cars,All-Wheel Drive,Premium,Manual 7-spd,6.0,3.0,17,24,20,452.0,14.876,3800,4,-8000
Porsche,911 Carrera 4S Cabriolet,2024,Minicompact Cars,All-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,23,20,439.0,14.876,3800,4,-8000
Porsche,911 Carrera 4,2024,Minicompact Cars,All-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,24,20,442.0,14.876,3800,4,-8000
